ID,date,username,vedict
113113247946,2005-06-08,Наперова Евгения Андреевна,Покорение тайного мира
120198863729,2009-12-14,Иливанов Александр Евгеньевич,Восстановление дружбы
142886649263,2008-07-26,Бурдонова Ксения Эдуардовна,Удачное путешествие
132039791412,2018-05-23,Катинцева Екатерина Федоровна,Изменение прошлого
118896145478,2020-11-11,Щарбатых Георгий Евгеньевич,Приключение начинается
133414919223,2023-09-22,Сейфуллин Вадим Алексеевич,Раскрытие заговора
97508378762,2000-07-20,Мисюлин Степан Максимович,Признание любви
103854148436,2023-11-23,Мытковский Герасим Павлович,Обретение внутреннего покоя
118176521416,2008-06-08,Буккулов Анатолий Максимович,Новая жизнь
96152439278,2006-09-13,Деканова Юлия Сергеевна,Здоровье улучшается
128785111784,2000-09-28,Евгешенков Андрей Алексеевич,Признание правды
103892810103,2008-08-24,Варквасова Юлия Эдуардовна,Новое начало
111326014840,2019-06-26,Севбьянова Екатерина Ивановна,Семейное счастье
135680531808,2011-07-19,Севбьянов Станислав Сергеевич,Новая работа
79210864179,2021-06-10,Кривцова Карина Борисовна,Успех в бизнесе
